customer_id,customer_type,customer_name,gender,birth_date,age,city,province,latitude,longitude,vehicle_id,vehicle_type,vehicle_brand,vehicle_year,vehicle_age,plate_region,organization_name,transaction_id,transaction_date,last_payment_date,payment_status,sw_amount,penalty_amount,claim_id,claim_count,claim_amount,journal_amount,inflation_rate,weather_condition,economic_index,segment,renewal_probability,cross_sell_score,retention_score,churn_risk,preferred_channel,last_campaign,campaign_response,predicted_revenue,data_quality_score
CUST004752,Individual,Gilang Wijaya,Male,1988-12-20,38,Prabumulih,Sumatera Selatan,-3.361469,104.193229,VEH004752,Truck,Isuzu,2020,6,BG,,TRX004752,2023-09-20,2022-12-22,Paid,585358,0,,0,0,585358,1.93,Heavy Rain,109.1,Premium,0.903,0.715,0.933,0.081,Mobile App,MTPL Cross-sell,Opened,1367948.7,0.813
CUST004753,Individual,Novi Wahyudi,Female,1962-10-13,64,Binjai,Sumatera Utara,3.5999,98.535152,VEH004753,Commercial Vehicle,Isuzu,2024,2,BA,,TRX004753,2025-07-19,2025-01-18,Paid,228058,0,CLM004753,1,10000000,228058,3.84,Sunny,89.5,Standard,0.325,0.583,0.604,0.153,Email,Renewal Reminder,No Response,189309.1,0.761
CUST004754,Individual,Rudi Gunawan,Male,1986-09-26,40,Semarang,Jawa Tengah,-6.963471,110.487765,VEH004754,Motorcycle,TVS,2014,12,AA,,TRX004754,2025-01-10,2023-01-19,Paid,34957,0,,0,0,34957,4.31,Rainy,92.4,Growth,0.555,0.426,0.708,0.433,WhatsApp,Renewal Reminder,No Response,84088.2,0.843
CUST004755,Individual,Nurul Nugroho,Female,1991-12-25,35,Jakarta Utara,DKI Jakarta,-6.154787,106.799856,VEH004755,Motorcycle,Suzuki,2017,9,B,,TRX004755,2025-10-03,2023-12-17,Overdue,37232,50000,,0,0,87232,3.69,Heavy Rain,90.9,At Risk,0.16,0.228,0.164,0.921,Email,MTPL Cross-sell,No Response,20746.1,0.788
CUST004756,Individual,Hendra Santoso,Male,1953-11-12,73,Bukittinggi,Sumatera Barat,-0.23993,100.401169,VEH004756,Motorcycle,Yamaha,2025,1,BA,,TRX004756,2024-04-26,2024-03-17,Due Soon,45196,0,,0,0,45196,1.91,Sunny,98.9,Standard,0.621,0.46,0.382,0.482,Mobile App,Renewal Reminder,No Response,52176.6,0.932
CUST004757,Individual,Ayu Hartono,Female,1995-01-21,31,Cimahi,Jawa Barat,-6.941934,107.515487,VEH004757,Motorcycle,Kawasaki,2015,11,F,,TRX004757,2026-06-06,2022-09-29,Paid,38487,0,,0,0,38487,5.28,Cloudy,99.7,Standard,0.44,0.536,0.528,0.336,Call Center,Renewal Reminder,Not Contacted,19999.5,0.807
CUST004758,Individual,Ratna Setiawan,Female,1993-08-06,33,Singaraja,Bali,-8.170432,115.054175,VEH004758,Motorcycle,TVS,2007,19,DK,,TRX004758,2023-03-05,2022-08-23,Paid,39688,0,,0,0,39688,2.77,Heavy Rain,93.3,At Risk,0.106,0.053,0.149,0.64,SMS,No Campaign,Not Contacted,6010.9,0.773
CUST004759,Individual,Dimas Rahayu,Male,1979-04-20,47,Padang,Sumatera Barat,-0.881947,100.349788,VEH004759,Motorcycle,Kawasaki,2017,9,BA,,TRX004759,2024-01-30,2023-06-14,Due Soon,32001,0,,0,0,32001,4.78,Rainy,101.0,Growth,0.75,0.43,0.491,0.184,Call Center,No Campaign,Not Contacted,54172.4,0.919
CUST004760,Individual,Dimas Sari,Male,1968-12-10,58,Jakarta Barat,DKI Jakarta,-6.120173,106.824975,VEH004760,Passenger Car,Wuling,2011,15,B,,TRX004760,2024-01-01,2023-01-25,Paid,154511,0,,0,0,154511,2.39,Sunny,104.9,At Risk,0.258,0.103,0.268,0.771,Call Center,No Campaign,Not Contacted,66339.0,0.958
CUST004761,Individual,Yuni Kusuma,Female,1959-05-10,67,Pekanbaru,Riau,0.551077,101.502279,VEH004761,Passenger Car,Daihatsu,2006,20,BM,,TRX004761,2023-08-07,2022-08-19,Paid,130076,0,CLM004761,1,10000000,130076,4.71,Sunny,107.5,Standard,0.331,0.376,0.456,0.31,Email,Renewal Reminder,Clicked,168697.8,0.849
CUST004762,Individual,Yuni Kusuma,Female,2005-07-07,21,Cimahi,Jawa Barat,-6.94842,107.496178,VEH004762,Truck,UD Trucks,2014,12,T,,TRX004762,2026-03-24,2024-09-06,Paid,464868,0,,0,0,464868,3.95,Cloudy,109.7,Standard,0.405,0.378,0.52,0.474,Call Center,MTPL Cross-sell,No Response,540257.7,0.972
CUST004763,Individual,Fitri Kusuma,Female,2000-06-21,26,Jakarta Pusat,DKI Jakarta,-6.125967,106.836213,VEH004763,Motorcycle,TVS,2019,7,B,,TRX004763,2024-07-27,2023-08-16,Overdue,36966,25000,,0,0,61966,4.98,Cloudy,107.2,At Risk,0.312,0.373,0.327,0.957,Call Center,Renewal Reminder,Opened,16385.2,0.774
CUST004764,Individual,Yuni Santoso,Female,1955-11-03,71,Madiun,Jawa Timur,-7.618789,111.592457,VEH004764,Passenger Car,Suzuki,2021,5,AE,,TRX004764,2023-01-25,2022-10-14,Paid,174526,0,,0,0,174526,2.49,Rainy,98.0,Growth,0.756,0.747,0.784,0.449,WhatsApp,MTPL Cross-sell,No Response,363443.1,0.894
CUST004765,Individual,Arif Hartono,Male,1988-03-05,38,Jakarta Barat,DKI Jakarta,-6.182135,106.792579,VEH004765,Motorcycle,Kawasaki,2016,10,B,,TRX004765,2026-03-28,2025-09-08,Paid,33069,0,,0,0,33069,3.71,Rainy,94.2,Standard,0.661,0.502,0.536,0.388,Email,No Campaign,Not Contacted,25331.7,0.884
CUST004766,Individual,Sari Putra,Female,1971-03-17,55,Prabumulih,Sumatera Selatan,-3.456286,104.249163,VEH004766,Passenger Car,Nissan,2023,3,BG,,TRX004766,2023-02-23,2023-02-19,Paid,144911,0,,0,0,144911,3.32,Rainy,105.1,Standard,0.541,0.214,0.577,0.417,Mobile App,No Campaign,Not Contacted,120893.9,0.855
CUST004767,Individual,Nurul Sari,Female,1956-03-18,70,Jakarta Utara,DKI Jakarta,-6.074353,106.779027,VEH004767,Passenger Car,Toyota,2016,10,B,,TRX004767,2025-06-16,2022-11-05,Paid,177186,0,CLM004767,1,50000000,177186,1.7,Rainy,97.1,At Risk,0.357,0.085,0.296,0.955,Call Center,Renewal Reminder,No Response,114194.3,0.922
CUST004768,Individual,Dedi Hidayat,Male,1965-08-23,61,Makassar,Sulawesi Selatan,-5.218876,119.486254,VEH004768,Motorcycle,Honda,2015,11,DP,,TRX004768,2024-10-20,2023-04-24,Installment,41337,50000,CLM004768,4,20000000,91337,3.35,Sunny,93.3,Growth,0.489,0.41,0.668,0.217,Email,No Campaign,Not Contacted,74111.2,0.832
CUST004769,Organization,Organization 4769,N/A,,,Cimahi,Jawa Barat,-6.859378,107.555399,VEH004769,Motorcycle,TVS,2017,9,Z,PT Maju 4769,TRX004769,2025-10-10,2023-08-26,Installment,37706,50000,CLM004769,4,50000000,87706,2.98,Cloudy,100.5,Standard,0.307,0.549,0.322,0.5,Email,MTPL Cross-sell,Not Contacted,29745.8,0.867
CUST004770,Organization,Organization 4770,N/A,,,Banjarmasin,Kalimantan Selatan,-3.368836,114.512979,VEH004770,Truck,Mitsubishi,2014,12,DA,CV Nusantara 4770,TRX004770,2024-10-17,2023-11-20,Paid,553123,0,CLM004770,2,50000000,553123,2.03,Rainy,103.4,Standard,0.435,0.403,0.567,0.549,WhatsApp,Renewal Reminder,No Response,348485.8,0.896
CUST004771,Organization,Organization 4771,N/A,,,Denpasar,Bali,-8.675403,115.286006,VEH004771,Passenger Car,Hyundai,2016,10,DK,PT Sejahtera 4771,TRX004771,2025-03-03,2024-12-30,Due Soon,158352,0,,0,0,158352,3.95,Sunny,97.2,Growth,0.724,0.642,0.754,0.426,Email,No Campaign,Not Contacted,139885.4,0.762
CUST004772,Individual,Yusuf Setiawan,Male,1992-06-26,34,Bandung,Jawa Barat,-6.919402,107.633128,VEH004772,Passenger Car,Hyundai,2012,14,D,,TRX004772,2024-02-20,2023-04-10,Paid,162269,0,,0,0,162269,4.43,Rainy,98.6,At Risk,0.066,0.215,0.147,0.725,Mobile App,No Campaign,Not Contacted,92816.4,0.755
CUST004773,Individual,Andi Pratama,Male,1959-05-12,67,Jakarta Timur,DKI Jakarta,-6.226771,106.882888,VEH004773,Passenger Car,Honda,2008,18,B,,TRX004773,2023-05-07,2022-08-07,Installment,160798,0,,0,0,160798,4.83,Sunny,88.0,Standard,0.379,0.605,0.439,0.137,WhatsApp,No Campaign,Not Contacted,187474.4,0.948
CUST004774,Individual,Rudi Pratama,Male,1975-08-13,51,Depok,Jawa Barat,-6.337899,106.880546,VEH004774,Motorcycle,Suzuki,2022,4,D,,TRX004774,2024-07-04,2024-05-29,Paid,41020,0,,0,0,41020,2.04,Rainy,114.0,Standard,0.327,0.549,0.385,0.485,Call Center,No Campaign,Not Contacted,49803.0,0.869
CUST004775,Individual,Fajar Putra,Male,2002-06-01,24,Balikpapan,Kalimantan Timur,-1.196252,116.816819,VEH004775,Passenger Car,Wuling,2008,18,KT,,TRX004775,2023-06-24,2022-09-21,Paid,168426,0,,0,0,168426,2.05,Cloudy,108.4,Standard,0.675,0.628,0.496,0.376,Email,No Campaign,Not Contacted,162281.9,0.891
CUST004776,Individual,Andi Kusuma,Male,1955-09-07,71,Makassar,Sulawesi Selatan,-5.069298,119.472256,VEH004776,Motorcycle,Honda,2017,9,DP,,TRX004776,2025-12-04,2024-04-20,Installment,32820,0,,0,0,32820,1.71,Sunny,107.6,Standard,0.451,0.264,0.306,0.456,Call Center,Renewal Reminder,Not Contacted,30662.8,0.85
CUST004777,Organization,Organization 4777,N/A,,,Singaraja,Bali,-8.126623,115.13375,VEH004777,Motorcycle,Suzuki,2020,6,DK,UD Prima 4777,TRX004777,2023-11-05,2022-06-30,Due Soon,33848,0,,0,0,33848,2.77,Sunny,99.7,At Risk,0.05,0.374,0.188,0.746,SMS,Renewal Reminder,Opened,11772.7,0.771
CUST004778,Individual,Sinta Nugroho,Female,1998-06-24,28,Jakarta Pusat,DKI Jakarta,-6.163664,106.826143,VEH004778,Motorcycle,Yamaha,2023,3,B,,TRX004778,2025-12-24,2023-01-25,Paid,33172,0,,0,0,33172,1.92,Sunny,100.3,Standard,0.534,0.613,0.455,0.26,Call Center,MTPL Cross-sell,Not Contacted,22921.3,0.912
CUST004779,Individual,Ayu Wijaya,Female,1989-02-14,37,Balikpapan,Kalimantan Timur,-1.211192,116.906733,VEH004779,Passenger Car,Honda,2013,13,KT,,TRX004779,2023-10-15,2023-08-18,Due Soon,174247,0,,0,0,174247,4.0,Sunny,102.2,Growth,0.632,0.76,0.58,0.104,Mobile App,MTPL Cross-sell,No Response,139535.8,0.87
CUST004780,Individual,Nurul Hidayat,Female,2002-03-25,24,Cimahi,Jawa Barat,-6.866376,107.521589,VEH004780,Motorcycle,TVS,2012,14,Z,,TRX004780,2023-04-23,2022-08-11,Installment,44757,50000,,0,0,94757,1.79,Cloudy,103.9,Standard,0.47,0.448,0.633,0.477,Call Center,MTPL Cross-sell,Clicked,19129.2,0.836
CUST004781,Individual,Bambang Kusuma,Male,1991-11-21,35,Bandar Lampung,Lampung,-5.393621,105.226787,VEH004781,Passenger Car,Toyota,2018,8,BE,,TRX004781,2023-01-01,2022-08-05,Installment,140608,25000,CLM004781,5,45000000,165608,1.9,Sunny,110.1,At Risk,0.117,0.202,0.262,0.826,Mobile App,No Campaign,Not Contacted,102742.3,0.843
CUST004782,Individual,Rini Setiawan,Female,1960-09-09,66,Samarinda,Kalimantan Timur,-0.514382,117.207553,VEH004782,Passenger Car,Mitsubishi,2008,18,KT,,TRX004782,2024-04-10,2023-10-05,Paid,180948,0,,0,0,180948,4.79,Rainy,112.9,At Risk,0.297,0.252,0.23,0.671,Call Center,No Campaign,Not Contacted,55608.5,0.924
CUST004783,Individual,Rina Hartono,Female,1984-02-03,42,Sukabumi,Jawa Barat,-6.938155,106.954579,VEH004783,Motorcycle,Yamaha,2022,4,T,,TRX004783,2025-07-12,2024-01-01,Due Soon,37528,0,,0,0,37528,5.09,Sunny,98.4,Growth,0.611,0.613,0.48,0.411,Email,No Campaign,Not Contacted,31452.7,0.75
CUST004784,Individual,Eko Saputra,Male,1958-04-22,68,Palembang,Sumatera Selatan,-2.985272,104.69293,VEH004784,Passenger Car,Wuling,2012,14,BG,,TRX004784,2023-03-18,2022-12-18,Paid,130921,0,,0,0,130921,5.41,Sunny,108.2,Premium,0.843,0.831,0.798,0.107,Email,MTPL Cross-sell,No Response,343240.2,0.831
CUST004785,Individual,Rizki Hartono,Male,1973-10-05,53,Pematangsiantar,Sumatera Utara,2.941932,99.039212,VEH004785,Motorcycle,Honda,2011,15,BK,,TRX004785,2023-11-19,2023-05-13,Paid,41136,0,,0,0,41136,3.15,Heavy Rain,81.2,Growth,0.67,0.631,0.684,0.316,Call Center,Renewal Reminder,No Response,84815.6,0.818
CUST004786,Individual,Hendra Wahyudi,Male,1961-11-25,65,Jakarta Pusat,DKI Jakarta,-6.117816,106.811017,VEH004786,Passenger Car,Daihatsu,2010,16,B,,TRX004786,2023-11-06,2023-01-27,Paid,132296,0,,0,0,132296,4.78,Cloudy,95.7,Standard,0.608,0.379,0.525,0.418,Email,No Campaign,Not Contacted,99218.0,0.929
CUST004787,Individual,Wati Wijaya,Female,1964-10-09,62,Palembang,Sumatera Selatan,-2.907267,104.721144,VEH004787,Motorcycle,Yamaha,2016,10,BG,,TRX004787,2024-06-12,2023-06-21,Overdue,44939,50000,,0,0,94939,2.05,Cloudy,86.9,Standard,0.658,0.488,0.383,0.51,SMS,Renewal Reminder,Not Contacted,29203.0,0.751
CUST004788,Individual,Budi Hidayat,Male,1979-08-10,47,Bukittinggi,Sumatera Barat,-0.305969,100.434958,VEH004788,Motorcycle,Suzuki,2007,19,BA,,TRX004788,2023-06-09,2022-10-20,Due Soon,40626,0,,0,0,40626,2.65,Sunny,88.3,Standard,0.38,0.282,0.326,0.232,Email,No Campaign,Not Contacted,51473.5,0.889
CUST004789,Individual,Eko Susanto,Male,1985-05-26,41,Banda Aceh,Aceh,5.558436,95.279991,VEH004789,Passenger Car,Wuling,2016,10,BL,,TRX004789,2026-05-05,2026-04-19,Paid,170662,0,,0,0,170662,5.37,Rainy,86.0,At Risk,0.205,0.08,0.227,0.97,WhatsApp,No Campaign,Not Contacted,96803.2,0.974
CUST004790,Individual,Wahyu Saputra,Male,1976-05-11,50,Palembang,Sumatera Selatan,-2.957794,104.772393,VEH004790,Motorcycle,TVS,2009,17,BG,,TRX004790,2023-07-20,2022-10-23,Due Soon,44809,0,,0,0,44809,2.81,Cloudy,87.0,Standard,0.562,0.426,0.502,0.124,Email,No Campaign,Not Contacted,40784.1,0.815
CUST004791,Individual,Indah Wijaya,Female,2005-04-21,21,Bekasi,Jawa Barat,-6.304374,106.984589,VEH004791,Passenger Car,Honda,2009,17,F,,TRX004791,2025-04-13,2023-01-27,Due Soon,133486,0,CLM004791,2,50000000,133486,5.29,Cloudy,90.8,Growth,0.472,0.767,0.678,0.27,Call Center,MTPL Cross-sell,No Response,237304.9,0.916
CUST004792,Organization,Organization 4792,N/A,,,Jakarta Timur,DKI Jakarta,-6.143888,106.838728,VEH004792,Motorcycle,Kawasaki,2023,3,B,Koperasi Utama 4792,TRX004792,2025-08-22,2024-01-19,Installment,38242,100000,,0,0,138242,4.17,Sunny,81.5,Standard,0.328,0.224,0.488,0.427,Mobile App,MTPL Cross-sell,No Response,28139.0,0.901
CUST004793,Individual,Budi Saputra,Male,1971-09-01,55,Sukabumi,Jawa Barat,-6.968051,106.843805,VEH004793,Motorcycle,Honda,2008,18,F,,TRX004793,2025-03-24,2022-08-01,Paid,42110,0,,0,0,42110,3.25,Sunny,102.8,At Risk,0.355,0.056,0.106,0.8,Email,MTPL Cross-sell,No Response,13171.9,0.87
CUST004794,Organization,Organization 4794,N/A,,,Bandar Lampung,Lampung,-5.4134,105.249327,VEH004794,Motorcycle,Yamaha,2020,6,BE,PT Abadi 4794,TRX004794,2023-03-17,2022-12-26,Due Soon,37668,0,,0,0,37668,4.4,Cloudy,83.7,Growth,0.625,0.645,0.8,0.124,SMS,No Campaign,Not Contacted,84527.8,0.918
CUST004795,Individual,Indah Setiawan,Female,1988-07-26,38,Mataram,Nusa Tenggara Barat,-8.510361,116.04148,VEH004795,Truck,Mercedes-Benz,2024,2,DR,,TRX004795,2026-03-16,2025-03-19,Overdue,646171,0,CLM004795,3,20000000,646171,5.18,Sunny,84.4,Standard,0.573,0.57,0.552,0.182,Email,Renewal Reminder,Opened,702438.5,0.949
CUST004796,Organization,Organization 4796,N/A,,,Prabumulih,Sumatera Selatan,-3.458747,104.194006,VEH004796,Truck,Hino,2025,1,BG,Koperasi Maju 4796,TRX004796,2024-09-23,2022-06-12,Paid,564221,0,,0,0,564221,4.58,Cloudy,109.7,At Risk,0.076,0.332,0.081,0.725,Email,No Campaign,Not Contacted,224418.2,0.769
CUST004797,Individual,Indah Hidayat,Female,1963-11-08,63,Pekalongan,Jawa Tengah,-6.961577,109.671134,VEH004797,Motorcycle,TVS,2024,2,G,,TRX004797,2024-11-28,2024-10-05,Due Soon,45001,0,,0,0,45001,2.74,Sunny,96.5,At Risk,0.303,0.326,0.113,0.729,Email,Renewal Reminder,Clicked,15315.3,0.968
CUST004798,Organization,Organization 4798,N/A,,,Padang,Sumatera Barat,-0.899192,100.34596,VEH004798,Motorcycle,Honda,2016,10,BA,Koperasi Sejahtera 4798,TRX004798,2023-06-11,2022-12-29,Due Soon,34716,0,CLM004798,5,45000000,34716,1.96,Cloudy,108.5,Standard,0.518,0.504,0.341,0.101,WhatsApp,No Campaign,Not Contacted,47382.5,0.983
CUST004799,Organization,Organization 4799,N/A,,,Cirebon,Jawa Barat,-6.751414,108.615816,VEH004799,Motorcycle,Suzuki,2009,17,F,UD Nusantara 4799,TRX004799,2023-05-15,2022-06-30,Installment,39826,0,,0,0,39826,2.56,Rainy,100.8,Growth,0.749,0.726,0.647,0.401,Call Center,No Campaign,Not Contacted,94491.6,0.935
CUST004800,Individual,Ayu Susanto,Female,1981-10-12,45,Makassar,Sulawesi Selatan,-5.193424,119.371099,VEH004800,Motorcycle,Kawasaki,2016,10,DP,,TRX004800,2025-04-10,2022-06-03,Overdue,42785,50000,,0,0,92785,3.33,Sunny,97.2,Growth,0.446,0.626,0.477,0.266,WhatsApp,MTPL Cross-sell,Clicked,62929.3,0.854
CUST004801,Individual,Eko Saputra,Male,1961-01-07,65,Jakarta Pusat,DKI Jakarta,-6.113524,106.788686,VEH004801,Passenger Car,Mitsubishi,2020,6,B,,TRX004801,2025-09-30,2023-08-14,Overdue,129173,25000,,0,0,154173,4.92,Cloudy,105.7,Standard,0.559,0.421,0.581,0.506,WhatsApp,Renewal Reminder,No Response,187912.4,0.888
CUST004802,Individual,Wati Sari,Female,1955-09-22,71,Bekasi,Jawa Barat,-6.26776,106.913065,VEH004802,Commercial Vehicle,Daihatsu,2012,14,D,,TRX004802,2024-05-10,2022-12-15,Overdue,262985,100000,,0,0,362985,2.95,Heavy Rain,92.1,Standard,0.726,0.496,0.595,0.297,WhatsApp,Renewal Reminder,No Response,207177.2,0.915
CUST004803,Individual,Teguh Gunawan,Male,1956-03-20,70,Pekanbaru,Riau,0.583132,101.4342,VEH004803,Passenger Car,Hyundai,2021,5,BM,,TRX004803,2024-11-18,2023-10-13,Paid,162445,0,,0,0,162445,4.03,Sunny,93.1,Growth,0.44,0.777,0.743,0.129,Email,MTPL Cross-sell,No Response,386581.4,0.874
CUST004804,Individual,Yuni Wijaya,Female,1993-12-28,33,Magelang,Jawa Tengah,-7.40204,110.292012,VEH004804,Commercial Vehicle,Isuzu,2010,16,AD,,TRX004804,2023-10-05,2022-09-28,Due Soon,250281,0,CLM004804,3,15000000,250281,1.9,Rainy,103.1,At Risk,0.05,0.145,0.14,0.832,Call Center,MTPL Cross-sell,Converted,175816.9,0.866
CUST004805,Individual,Bayu Gunawan,Male,1973-12-21,53,Jakarta Timur,DKI Jakarta,-6.268921,106.947042,VEH004805,Motorcycle,Honda,2026,0,B,,TRX004805,2025-01-31,2022-07-24,Paid,42163,0,CLM004805,2,5000000,42163,2.64,Rainy,96.2,Growth,0.553,0.711,0.675,0.355,Mobile App,MTPL Cross-sell,Not Contacted,83660.1,0.777
CUST004806,Individual,Dimas Hartono,Male,1987-04-06,39,Jakarta Utara,DKI Jakarta,-6.054211,106.844775,VEH004806,Passenger Car,Suzuki,2018,8,B,,TRX004806,2023-11-27,2023-03-31,Paid,132419,0,,0,0,132419,5.22,Sunny,90.8,Standard,0.573,0.346,0.325,0.526,WhatsApp,No Campaign,Not Contacted,111592.7,0.928
CUST004807,Individual,Ani Kusuma,Female,1973-07-09,53,Bandung,Jawa Barat,-6.956022,107.614695,VEH004807,Commercial Vehicle,Daihatsu,2008,18,F,,TRX004807,2023-02-11,2022-09-10,Overdue,318091,25000,,0,0,343091,3.1,Rainy,109.0,Growth,0.531,0.692,0.727,0.133,WhatsApp,No Campaign,Not Contacted,556019.9,0.781
CUST004808,Individual,Fitri Hartono,Female,1972-12-19,54,Bukittinggi,Sumatera Barat,-0.32197,100.427687,VEH004808,Motorcycle,Honda,2010,16,BA,,TRX004808,2026-06-18,2024-08-24,Overdue,40324,25000,,0,0,65324,2.6,Rainy,90.8,Standard,0.582,0.552,0.401,0.532,Call Center,No Campaign,Not Contacted,23794.6,0.789
CUST004809,Organization,Organization 4809,N/A,,,Palembang,Sumatera Selatan,-2.925129,104.785861,VEH004809,Passenger Car,Toyota,2012,14,BG,PT Nusantara 4809,TRX004809,2026-02-23,2024-04-27,Overdue,170747,100000,,0,0,270747,3.51,Sunny,82.3,Growth,0.57,0.494,0.521,0.082,WhatsApp,Renewal Reminder,Opened,377645.3,0.944
CUST004810,Individual,Novi Hartono,Female,1973-08-07,53,Cirebon,Jawa Barat,-6.756661,108.624151,VEH004810,Passenger Car,Daihatsu,2015,11,F,,TRX004810,2025-05-01,2023-05-11,Overdue,164106,25000,,0,0,189106,2.79,Cloudy,93.2,Standard,0.674,0.279,0.634,0.154,Call Center,No Campaign,Not Contacted,156141.1,0.759
CUST004811,Individual,Putri Sari,Female,1968-07-02,58,Jakarta Pusat,DKI Jakarta,-6.113508,106.867126,VEH004811,Bus,Mercedes-Benz,2023,3,B,,TRX004811,2024-10-25,2022-10-18,Due Soon,1064718,0,,0,0,1064718,2.37,Cloudy,103.0,Standard,0.664,0.308,0.313,0.496,Email,No Campaign,Not Contacted,460355.9,0.9
CUST004812,Individual,Dewi Nugroho,Female,2004-04-26,22,Binjai,Sumatera Utara,3.676901,98.408798,VEH004812,Passenger Car,Mitsubishi,2016,10,BB,,TRX004812,2026-04-27,2024-09-16,Paid,151819,0,,0,0,151819,5.16,Cloudy,106.6,Growth,0.737,0.494,0.833,0.362,Call Center,MTPL Cross-sell,Opened,132751.3,0.875
CUST004813,Individual,Dewi Nugroho,Female,1986-09-26,40,Sidoarjo,Jawa Timur,-7.506648,112.710454,VEH004813,Passenger Car,Nissan,2006,20,L,,TRX004813,2023-08-28,2023-04-10,Paid,174567,0,,0,0,174567,2.68,Sunny,90.2,Growth,0.779,0.724,0.734,0.324,Mobile App,No Campaign,Not Contacted,209798.3,0.934
CUST004814,Individual,Dedi Santoso,Male,1975-02-25,51,Balikpapan,Kalimantan Timur,-1.329484,116.755598,VEH004814,Truck,Mitsubishi,2005,21,KH,,TRX004814,2025-12-03,2023-01-31,Overdue,531659,0,,0,0,531659,1.95,Rainy,106.1,Standard,0.362,0.234,0.6,0.423,Mobile App,Renewal Reminder,Opened,757066.6,0.822
CUST004815,Individual,Rudi Gunawan,Male,2000-03-06,26,Madiun,Jawa Timur,-7.678645,111.469295,VEH004815,Truck,Hino,2026,0,N,,TRX004815,2023-06-21,2023-04-23,Paid,455245,0,,0,0,455245,5.39,Cloudy,104.3,At Risk,0.26,0.321,0.342,0.751,Email,MTPL Cross-sell,No Response,74209.9,0.944
CUST004816,Organization,Organization 4816,N/A,,,Pekanbaru,Riau,0.500864,101.436445,VEH004816,Motorcycle,Suzuki,2006,20,BM,Koperasi Jaya 4816,TRX004816,2025-08-24,2022-12-04,Due Soon,42736,0,,0,0,42736,2.0,Sunny,111.7,At Risk,0.366,0.19,0.065,0.768,Mobile App,MTPL Cross-sell,Opened,7670.0,0.963
CUST004817,Individual,Irwan Wijaya,Male,1990-12-27,36,Bandung,Jawa Barat,-6.987798,107.633849,VEH004817,Commercial Vehicle,Daihatsu,2023,3,T,,TRX004817,2023-02-24,2022-07-25,Paid,319609,0,,0,0,319609,2.88,Rainy,84.2,Standard,0.601,0.245,0.332,0.341,Mobile App,Renewal Reminder,Not Contacted,244012.3,0.842
CUST004818,Organization,Organization 4818,N/A,,,Bekasi,Jawa Barat,-6.304446,106.957425,VEH004818,Commercial Vehicle,Isuzu,2012,14,F,Koperasi Sejahtera 4818,TRX004818,2024-04-30,2023-03-24,Due Soon,324817,0,CLM004818,2,5000000,324817,5.1,Sunny,109.7,Standard,0.45,0.425,0.475,0.183,Mobile App,MTPL Cross-sell,No Response,426416.8,0.896
CUST004819,Individual,Lestari Hidayat,Female,1964-04-14,62,Sukabumi,Jawa Barat,-6.843894,106.956367,VEH004819,Motorcycle,Honda,2007,19,F,,TRX004819,2023-08-30,2022-11-24,Due Soon,35694,0,,0,0,35694,3.5,Rainy,87.8,Growth,0.548,0.69,0.843,0.174,SMS,No Campaign,Not Contacted,73960.0,0.975
CUST004820,Individual,Eko Santoso,Male,1986-12-03,40,Semarang,Jawa Tengah,-6.916301,110.382675,VEH004820,Commercial Vehicle,Daihatsu,2006,20,AA,,TRX004820,2025-08-16,2023-07-12,Due Soon,269443,0,,0,0,269443,3.25,Sunny,81.1,Standard,0.652,0.429,0.369,0.217,Email,Renewal Reminder,Not Contacted,178084.7,0.87
CUST004821,Individual,Nurul Nugroho,Female,1977-03-04,49,Banjarmasin,Kalimantan Selatan,-3.239098,114.661099,VEH004821,Commercial Vehicle,Mitsubishi,2016,10,DA,,TRX004821,2025-12-17,2022-12-10,Paid,280865,0,CLM004821,1,40000000,280865,2.02,Sunny,105.4,Standard,0.712,0.31,0.361,0.462,Mobile App,MTPL Cross-sell,No Response,261170.7,0.923
CUST004822,Individual,Dian Kusuma,Female,1994-02-05,32,Denpasar,Bali,-8.585513,115.136759,VEH004822,Passenger Car,Nissan,2012,14,DK,,TRX004822,2023-11-19,2022-12-11,Due Soon,163173,0,,0,0,163173,4.29,Sunny,94.4,At Risk,0.344,0.317,0.305,0.677,SMS,MTPL Cross-sell,No Response,71922.4,0.76
CUST004823,Individual,Yuni Kusuma,Female,1968-02-25,58,Bandung,Jawa Barat,-6.84997,107.706347,VEH004823,Motorcycle,Honda,2022,4,T,,TRX004823,2025-12-11,2022-07-09,Paid,33359,0,,0,0,33359,1.67,Sunny,111.5,Growth,0.48,0.681,0.827,0.351,Mobile App,Renewal Reminder,No Response,37162.5,0.819
CUST004824,Individual,Fitri Gunawan,Female,1967-03-04,59,Kediri,Jawa Timur,-7.858292,111.931573,VEH004824,Passenger Car,Honda,2014,12,N,,TRX004824,2024-07-06,2023-02-21,Paid,180797,0,,0,0,180797,4.7,Sunny,99.5,Standard,0.398,0.208,0.37,0.401,SMS,No Campaign,Not Contacted,123135.5,0.989
CUST004825,Individual,Maya Wahyudi,Female,1951-09-24,75,Sukabumi,Jawa Barat,-6.903904,106.910356,VEH004825,Motorcycle,Kawasaki,2007,19,T,,TRX004825,2024-11-08,2023-07-15,Paid,41443,0,,0,0,41443,2.36,Sunny,92.0,At Risk,0.135,0.059,0.068,0.563,Call Center,MTPL Cross-sell,Opened,5748.6,0.803
